,context,ut,bt,bt_plus_1,diff
2278," A: Hello! Im MacKenzie how are ya B: Hi! I'm Jack I'm doing good how bout yourself A: Im great jack thanks so much for asking!! I hear your in search of a movie trailer, would that be correct? B: Yes I am looking for a movie recommendation A: Thats awesome because I have seen TONS! What kind of movies do you enjoy watching? B: I like watching fantasy/sci-fi, [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: So in other words you're not very picky... even better. What's the last movie you watched, and did you actually enjoy it? B: The last movie I watched was Zombieland. I love watching zombie movies and this movie is quite different from other movies of this kind because it isn't dark.....it brings in [MOVIE_GENRE_0] and is more fun. I like the actors too, they have great synergy with one another and makes it more enjoyable to watch A: That's a creepy and definitely a good one! The actors in that one are good! I love almost all of the movies that [MOVIE_P_ACTOR_0] plays in. A good [MOVIE_GENRE_0] [MOVIE_GENRE_1] is nice too as long as they don't get too cheesy. Are you wanting to watch something along the same lines as Zombieland or do you want to reach for something different this round?",I could definitely go for something different this time around. I like watching different types of movies,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
2279," A: Hello! Im MacKenzie how are ya B: Hi! I'm Jack I'm doing good how bout yourself A: Im great jack thanks so much for asking!! I hear your in search of a movie trailer, would that be correct? B: Yes I am looking for a movie recommendation A: Thats awesome because I have seen TONS! What kind of movies do you enjoy watching? B: I like watching fantasy/sci-fi, [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: So in other words you're not very picky... even better. What's the last movie you watched, and did you actually enjoy it? B: The last movie I watched was Zombieland. I love watching zombie movies and this movie is quite different from other movies of this kind because it isn't dark.....it brings in [MOVIE_GENRE_0] and is more fun. I like the actors too, they have great synergy with one another and makes it more enjoyable to watch A: That's a creepy and definitely a good one! The actors in that one are good! I love almost all of the movies that [MOVIE_P_ACTOR_0] plays in. A good [MOVIE_GENRE_0] [MOVIE_GENRE_1] is nice too as long as they don't get too cheesy. Are you wanting to watch something along the same lines as Zombieland or do you want to reach for something different this round? B: I could definitely go for something different this time around. I like watching different types of movies A: Have you ever seen or heard of [MOVIE_TITLE_1] ? its definitely a good [MOVIE_GENRE_0] with a little [MOVIE_GENRE_2] to it and it's not overly cheesy either.",Yes I have heard of A Haunted House and would consider watching it. So I accept your reccomendation.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2280," A: Hello! Im MacKenzie how are ya B: Hi! I'm Jack I'm doing good how bout yourself A: Im great jack thanks so much for asking!! I hear your in search of a movie trailer, would that be correct? B: Yes I am looking for a movie recommendation A: Thats awesome because I have seen TONS! What kind of movies do you enjoy watching? B: I like watching fantasy/sci-fi, [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: So in other words you're not very picky... even better. What's the last movie you watched, and did you actually enjoy it? B: The last movie I watched was Zombieland. I love watching zombie movies and this movie is quite different from other movies of this kind because it isn't dark.....it brings in [MOVIE_GENRE_0] and is more fun. I like the actors too, they have great synergy with one another and makes it more enjoyable to watch A: That's a creepy and definitely a good one! The actors in that one are good! I love almost all of the movies that [MOVIE_P_ACTOR_0] plays in. A good [MOVIE_GENRE_0] [MOVIE_GENRE_1] is nice too as long as they don't get too cheesy. Are you wanting to watch something along the same lines as Zombieland or do you want to reach for something different this round? B: I could definitely go for something different this time around. I like watching different types of movies A: Have you ever seen or heard of [MOVIE_TITLE_1] ? its definitely a good [MOVIE_GENRE_0] with a little [MOVIE_GENRE_2] to it and it's not overly cheesy either. B: Yes I have heard of A Haunted House and would consider watching it. So I accept your reccomendation. A: Thats great! Check out the movie trailer and hopefully you'll love the movie!!",Yeah the trailer looks funny!,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2281," A: Hello! Im MacKenzie how are ya B: Hi! I'm Jack I'm doing good how bout yourself A: Im great jack thanks so much for asking!! I hear your in search of a movie trailer, would that be correct? B: Yes I am looking for a movie recommendation A: Thats awesome because I have seen TONS! What kind of movies do you enjoy watching? B: I like watching fantasy/sci-fi, [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: So in other words you're not very picky... even better. What's the last movie you watched, and did you actually enjoy it? B: The last movie I watched was Zombieland. I love watching zombie movies and this movie is quite different from other movies of this kind because it isn't dark.....it brings in [MOVIE_GENRE_0] and is more fun. I like the actors too, they have great synergy with one another and makes it more enjoyable to watch A: That's a creepy and definitely a good one! The actors in that one are good! I love almost all of the movies that [MOVIE_P_ACTOR_0] plays in. A good [MOVIE_GENRE_0] [MOVIE_GENRE_1] is nice too as long as they don't get too cheesy. Are you wanting to watch something along the same lines as Zombieland or do you want to reach for something different this round? B: I could definitely go for something different this time around. I like watching different types of movies A: Have you ever seen or heard of [MOVIE_TITLE_1] ? its definitely a good [MOVIE_GENRE_0] with a little [MOVIE_GENRE_2] to it and it's not overly cheesy either. B: Yes I have heard of A Haunted House and would consider watching it. So I accept your reccomendation. A: Thats great! Check out the movie trailer and hopefully you'll love the movie!! B: Yeah the trailer looks funny! A: Im glad. sometimes I just watch the trailer for a good laugh!",Hahaha true. I'm a fan of the Wayans brothers and I find them to be wicked funny. Are you a fan of them?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2282," A: Good day! I am here to interest you in some movie trailers :) B: Hey, how's it going? Sounds like someone tattled on me. XD Yeah, I was actually hoping to find something to watch later. A: Very well thank you for asking! Are there any genres you are into? Or perhaps willing to discover new genres? B: I've always been a fan of [MOVIE_GENRE_0] stuff but I've never passed up a good cartoon either. That said, if you got an odd one on the brain, I'm open to new ideas. A: [MOVIE_TITLE_0] I love to expand people's interest in movies. What movies have you watched lately that have sparked your interest in this genre? B: In which genre? Recent movies I've seen include; Deadpool 2, DOOM, Kung Foo Panda, Avengers: EndGame... I'm all over the map, I know. A: [MOVIE_GENRE_0] and animated! That is a great selection of movies under your belt there :D Based on your choices, I have managed to come up with a movie that is both [MOVIE_GENRE_0] and animated. It is called [MOVIE_TITLE_1] Seth Rogan, [MOVIE_P_ACTOR_0], Franco, and [MOVIE_P_ACTOR_1]! Hill!",Oh yeah! That was actually on my list of 'Things to Watch' and I guess I just forgot about it. That's the one with the Supermarket foods right? Like [MOVIE_TITLE_2] but for adults?,['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]'],[]
2283," A: Good day! I am here to interest you in some movie trailers :) B: Hey, how's it going? Sounds like someone tattled on me. XD Yeah, I was actually hoping to find something to watch later. A: Very well thank you for asking! Are there any genres you are into? Or perhaps willing to discover new genres? B: I've always been a fan of [MOVIE_GENRE_0] stuff but I've never passed up a good cartoon either. That said, if you got an odd one on the brain, I'm open to new ideas. A: [MOVIE_TITLE_0] I love to expand people's interest in movies. What movies have you watched lately that have sparked your interest in this genre? B: In which genre? Recent movies I've seen include; Deadpool 2, DOOM, Kung Foo Panda, Avengers: EndGame... I'm all over the map, I know. A: [MOVIE_GENRE_0] and animated! That is a great selection of movies under your belt there :D Based on your choices, I have managed to come up with a movie that is both [MOVIE_GENRE_0] and animated. It is called [MOVIE_TITLE_1] Seth Rogan, [MOVIE_P_ACTOR_0], Franco, and [MOVIE_P_ACTOR_1]! Hill! B: Oh yeah! That was actually on my list of 'Things to Watch' and I guess I just forgot about it. That's the one with the Supermarket foods right? Like [MOVIE_TITLE_2] but for adults? A: You got it! It is very entertaining with its content, but also very pleasing for the eyes with so many colors!",Bright colors AND entertaining. This pleases me. :|  I guess I know what I'm watching later. Thanks for the recommendation!,['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]'],[]
2284," A: Good day! I am here to interest you in some movie trailers :) B: Hey, how's it going? Sounds like someone tattled on me. XD Yeah, I was actually hoping to find something to watch later. A: Very well thank you for asking! Are there any genres you are into? Or perhaps willing to discover new genres? B: I've always been a fan of [MOVIE_GENRE_0] stuff but I've never passed up a good cartoon either. That said, if you got an odd one on the brain, I'm open to new ideas. A: [MOVIE_TITLE_0] I love to expand people's interest in movies. What movies have you watched lately that have sparked your interest in this genre? B: In which genre? Recent movies I've seen include; Deadpool 2, DOOM, Kung Foo Panda, Avengers: EndGame... I'm all over the map, I know. A: [MOVIE_GENRE_0] and animated! That is a great selection of movies under your belt there :D Based on your choices, I have managed to come up with a movie that is both [MOVIE_GENRE_0] and animated. It is called [MOVIE_TITLE_1] Seth Rogan, [MOVIE_P_ACTOR_0], Franco, and [MOVIE_P_ACTOR_1]! Hill! B: Oh yeah! That was actually on my list of 'Things to Watch' and I guess I just forgot about it. That's the one with the Supermarket foods right? Like [MOVIE_TITLE_2] but for adults? A: You got it! It is very entertaining with its content, but also very pleasing for the eyes with so many colors! B: Bright colors AND entertaining. This pleases me. :|  I guess I know what I'm watching later. Thanks for the recommendation! A: Got it, I hope you enjoy your movie!",I'm sure I will. I meant to see it when it was still in theaters.,['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]'],[]
2285," A: Good day! I am here to interest you in some movie trailers :) B: Hey, how's it going? Sounds like someone tattled on me. XD Yeah, I was actually hoping to find something to watch later. A: Very well thank you for asking! Are there any genres you are into? Or perhaps willing to discover new genres? B: I've always been a fan of [MOVIE_GENRE_0] stuff but I've never passed up a good cartoon either. That said, if you got an odd one on the brain, I'm open to new ideas. A: [MOVIE_TITLE_0] I love to expand people's interest in movies. What movies have you watched lately that have sparked your interest in this genre? B: In which genre? Recent movies I've seen include; Deadpool 2, DOOM, Kung Foo Panda, Avengers: EndGame... I'm all over the map, I know. A: [MOVIE_GENRE_0] and animated! That is a great selection of movies under your belt there :D Based on your choices, I have managed to come up with a movie that is both [MOVIE_GENRE_0] and animated. It is called [MOVIE_TITLE_1] Seth Rogan, [MOVIE_P_ACTOR_0], Franco, and [MOVIE_P_ACTOR_1]! Hill! B: Oh yeah! That was actually on my list of 'Things to Watch' and I guess I just forgot about it. That's the one with the Supermarket foods right? Like [MOVIE_TITLE_2] but for adults? A: You got it! It is very entertaining with its content, but also very pleasing for the eyes with so many colors! B: Bright colors AND entertaining. This pleases me. :|  I guess I know what I'm watching later. Thanks for the recommendation! A: Got it, I hope you enjoy your movie! B: I'm sure I will. I meant to see it when it was still in theaters. A: There is nothing like watching it in the comfort of your home though!","Right? Plus the last time I checked it was on Netflix, so basically free.",['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]'],[]
2286, A: Hello how are you today? B: VERY WELL AND YOU? A: I am great thank you! Want to talk about movies? B: YES! I AM LOOKING FOR A GOOD FAMILY MOVIE A: What are some of your favorite [MOVIE_GENRE_0] movies?,WE LIKE DISNEY MOVIES,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
2287, A: Hello how are you today? B: VERY WELL AND YOU? A: I am great thank you! Want to talk about movies? B: YES! I AM LOOKING FOR A GOOD FAMILY MOVIE A: What are some of your favorite [MOVIE_GENRE_0] movies? B: WE LIKE DISNEY MOVIES A: What was the last Disney movie you watched?,[MOVIE_TITLE_0],"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']",['[MOVIE_GENRE_0]'],[]
2288, A: Hello how are you today? B: VERY WELL AND YOU? A: I am great thank you! Want to talk about movies? B: YES! I AM LOOKING FOR A GOOD FAMILY MOVIE A: What are some of your favorite [MOVIE_GENRE_0] movies? B: WE LIKE DISNEY MOVIES A: What was the last Disney movie you watched? B: [MOVIE_TITLE_0] A: Did you like it as much as [MOVIE_TITLE_0],"YES, IT WAS GREAT!","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']",[]
2289," A: Hello how are you today? B: VERY WELL AND YOU? A: I am great thank you! Want to talk about movies? B: YES! I AM LOOKING FOR A GOOD FAMILY MOVIE A: What are some of your favorite [MOVIE_GENRE_0] movies? B: WE LIKE DISNEY MOVIES A: What was the last Disney movie you watched? B: [MOVIE_TITLE_0] A: Did you like it as much as [MOVIE_TITLE_0] B: YES, IT WAS GREAT! A: Do you prefer [MOVIE_GENRE_0] movies that are animated, or do you like regular ones as well?","REGULAR MOVIES ARE FINE, AS LONG AS THEY ARE CHILD APPROPRIATE.","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",[]
2290," A: Hello how are you today? B: VERY WELL AND YOU? A: I am great thank you! Want to talk about movies? B: YES! I AM LOOKING FOR A GOOD FAMILY MOVIE A: What are some of your favorite [MOVIE_GENRE_0] movies? B: WE LIKE DISNEY MOVIES A: What was the last Disney movie you watched? B: [MOVIE_TITLE_0] A: Did you like it as much as [MOVIE_TITLE_0] B: YES, IT WAS GREAT! A: Do you prefer [MOVIE_GENRE_0] movies that are animated, or do you like regular ones as well? B: REGULAR MOVIES ARE FINE, AS LONG AS THEY ARE CHILD APPROPRIATE. A: Have you seen all of the Disney Princess movies, or just Frozen?",ALL OF THEM.,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",[]
2291, A: hello! what's your favorite type of movie?,[MOVIE_GENRE_0],['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
2292, A: hello! what's your favorite type of movie? B: [MOVIE_GENRE_0] A: what's the last [MOVIE_GENRE_0] you watched?,Long Shot,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2293, A: hello! what's your favorite type of movie? B: [MOVIE_GENRE_0] A: what's the last [MOVIE_GENRE_0] you watched? B: Long Shot A: are you interested in seeing more movies like that one or something different?,I'd love to see something like that,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2294, A: hello! what's your favorite type of movie? B: [MOVIE_GENRE_0] A: what's the last [MOVIE_GENRE_0] you watched? B: Long Shot A: are you interested in seeing more movies like that one or something different? B: I'd love to see something like that A: If you haven't seen it andif you like Seth Rogan you should watch [MOVIE_TITLE_1] ! It's a holiday movie but it is hilarious. [MOVIE_P_ACTOR_0] was great in it too.,"Okay, thanks","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2295, A: Greetings! B: Hello A: What are your favorite types of movies?,I like [MOVIE_GENRE_0] movies a lot. And [MOVIE_GENRE_1] like [MOVIE_P_DIRECTOR_0] films.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]']
2296, A: Greetings! B: Hello A: What are your favorite types of movies? B: I like [MOVIE_GENRE_0] movies a lot. And [MOVIE_GENRE_1] like [MOVIE_P_DIRECTOR_0] films. A: What was the last [MOVIE_GENRE_1] move that you saw that you really enjoyed?,"Hmmm, like a recently released movie?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]']
2297," A: Greetings! B: Hello A: What are your favorite types of movies? B: I like [MOVIE_GENRE_0] movies a lot. And [MOVIE_GENRE_1] like [MOVIE_P_DIRECTOR_0] films. A: What was the last [MOVIE_GENRE_1] move that you saw that you really enjoyed? B: Hmmm, like a recently released movie? A: It doesn't have to be recent, just any [MOVIE_GENRE_1] movie you've watched recently that you really liked.",Let's see... I really liked [MOVIE_TITLE_0] That is kind of a [MOVIE_GENRE_1] And I saw [MOVIE_TITLE_1] 11 recently too. Loved that one a lot,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[]
2298," A: Greetings! B: Hello A: What are your favorite types of movies? B: I like [MOVIE_GENRE_0] movies a lot. And [MOVIE_GENRE_1] like [MOVIE_P_DIRECTOR_0] films. A: What was the last [MOVIE_GENRE_1] move that you saw that you really enjoyed? B: Hmmm, like a recently released movie? A: It doesn't have to be recent, just any [MOVIE_GENRE_1] movie you've watched recently that you really liked. B: Let's see... I really liked [MOVIE_TITLE_0] That is kind of a [MOVIE_GENRE_1] And I saw [MOVIE_TITLE_1] 11 recently too. Loved that one a lot A: Are there any actors/actresses you really like?",[MOVIE_P_ACTOR_0] is great.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_TITLE_2]', '[MOVIE_P_ACTOR_0]']"
2299," A: Hello! B: Hi! A: So what kid of movies do you like? What's the last movie you saw? B: I like sci-fi/fantasty movies! I think the last one I saw was actually the [MOVIE_TITLE_0] finale! A: What did you enjoy the most about [MOVIE_TITLE_0] B: I liked the storytelling and the cinematography. It was a really beautiful movie even if there were a lot of fan service moments. And of course, the droids. A: Do you think you would enjoy a more serious film or one with comedic moments? B: I prefer serious over ""trash humor"", if that makes sense. I don't like movies with crass humor. I like good stories A: Yeah, I agree. I really enjoy the [MOVIE_TITLE_0] films, and I'm always on the lookout to find similar movies. I enjoy the action-adventure type movies with a healthy mix of a good story with appropriate humor.",As long as there's no severe violence I'm good! I like [MOVIE_GENRE_0] and suspense but if there's chopping of limbs or impaling or jump scares I'm out haha.,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
2300," A: Hello! B: Hi! A: So what kid of movies do you like? What's the last movie you saw? B: I like sci-fi/fantasty movies! I think the last one I saw was actually the [MOVIE_TITLE_0] finale! A: What did you enjoy the most about [MOVIE_TITLE_0] B: I liked the storytelling and the cinematography. It was a really beautiful movie even if there were a lot of fan service moments. And of course, the droids. A: Do you think you would enjoy a more serious film or one with comedic moments? B: I prefer serious over ""trash humor"", if that makes sense. I don't like movies with crass humor. I like good stories A: Yeah, I agree. I really enjoy the [MOVIE_TITLE_0] films, and I'm always on the lookout to find similar movies. I enjoy the action-adventure type movies with a healthy mix of a good story with appropriate humor. B: As long as there's no severe violence I'm good! I like [MOVIE_GENRE_0] and suspense but if there's chopping of limbs or impaling or jump scares I'm out haha. A: Would you be open to see a movie you've already seen? Or would you rather see a new film?","I'd be open to one I've already seen! I like to rewatch films to catch things I didn't last time - or, knowing the ending, see how things lead up to the ending with that knowledge in mind.",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
2301, A: hi B: hello! A: how are you today? B: very good and you? A: I am great. Do you like movies? B: I'm superfan of it A: what is the last movie that you watched? B: jojo rabbit A: I have no heard of that movie B: it was an oscar nominee.. its about world war two A: oh nice that sounds like an intersting movie. What other kinds of movies do you like?,I like [MOVIE_GENRE_0] can you recommend me any good one?,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
2302, A: hi B: hello! A: how are you today? B: very good and you? A: I am great. Do you like movies? B: I'm superfan of it A: what is the last movie that you watched? B: jojo rabbit A: I have no heard of that movie B: it was an oscar nominee.. its about world war two A: oh nice that sounds like an intersting movie. What other kinds of movies do you like? B: I like [MOVIE_GENRE_0] can you recommend me any good one? A: [MOVIE_TITLE_3] is a really funny [MOVIE_GENRE_0],you are right,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']",['[MOVIE_TITLE_0]']
2303," A: Hi there. Have you seen any movies lately? B: Yes There I did saw a movie last night, what about you? A: I love movies. In fact, I'm here to help you look for a trailer. What did you watch last night? B: I actually saw Top Gun, have you heard of it? A: Of course! I only watched it a million times in the theater. Did you like it? B: It was saw great, i loved it A: Me too. Why did you like it? The [MOVIE_GENRE_0] The actors?",The [MOVIE_GENRE_0] pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],[]
2304," A: Hi there. Have you seen any movies lately? B: Yes There I did saw a movie last night, what about you? A: I love movies. In fact, I'm here to help you look for a trailer. What did you watch last night? B: I actually saw Top Gun, have you heard of it? A: Of course! I only watched it a million times in the theater. Did you like it? B: It was saw great, i loved it A: Me too. Why did you like it? The [MOVIE_GENRE_0] The actors? B: The [MOVIE_GENRE_0] pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him. A: I haven't seen it in a long time, but I do watch little bits and pieces if it's on TV. Funny that they're making a sequel 35 years later.","Yes, but whats your favorite Trailer for the year","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
2305," A: Hello, how are you today? B: im good do you have any recommendations A: Well, lets start with the movie you last watched. What was it?",[MOVIE_TITLE_0],['[MOVIE_TITLE_0]'],"['[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']"
2306," A: Hello, how are you today? B: im good do you have any recommendations A: Well, lets start with the movie you last watched. What was it? B: [MOVIE_TITLE_0] A: With [MOVIE_P_ACTOR_0] and [MOVIE_P_ACTOR_1]? Smart?",yep and william defoo great movie watched it last night,"['[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']",[]
2307," A: Hello, how are you today? B: im good do you have any recommendations A: Well, lets start with the movie you last watched. What was it? B: [MOVIE_TITLE_0] A: With [MOVIE_P_ACTOR_0] and [MOVIE_P_ACTOR_1]? Smart? B: yep and william defoo great movie watched it last night A: Nice. Are you looking for something similar or totally different>",something similiar,"['[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']",['[MOVIE_TITLE_0]'],[]
2308," A: Hello there! Do you know what kind of movie you would like to watch? B: Hello,  Yes i would like to watch Sonic A: What do you like about Sonic? B: I like all Jim Carey Movies A: I remember you saying you like Sonic because it has Jim Carey in it. Sonic is a family friendly movie- would you like a recommendation for more family friendly Jim Carey movies? B: well maybe [MOVIE_TITLE_0] its a good family friendly movie A: What other movies do you like? I think [MOVIE_GENRE_0] movies are very exiting. Do you like them too?",BAD BOYS 2,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
2309," A: Hello there! Do you know what kind of movie you would like to watch? B: Hello,  Yes i would like to watch Sonic A: What do you like about Sonic? B: I like all Jim Carey Movies A: I remember you saying you like Sonic because it has Jim Carey in it. Sonic is a family friendly movie- would you like a recommendation for more family friendly Jim Carey movies? B: well maybe [MOVIE_TITLE_0] its a good family friendly movie A: What other movies do you like? I think [MOVIE_GENRE_0] movies are very exiting. Do you like them too? B: BAD BOYS 2 A: What do you like about [MOVIE_TITLE_1]",The characters and how intense the movie is,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
2310, A: Hello how can i help you today,"i'm looking for a new movie, like [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2]","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
2311," A: Hello how can i help you today B: i'm looking for a new movie, like [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] A: What have you watched lately",[MOVIE_TITLE_0] was the most recent,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
2312," A: Hello how can i help you today B: i'm looking for a new movie, like [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] A: What have you watched lately B: [MOVIE_TITLE_0] was the most recent A: Looking for something similar or something different","possibly something different, i'm open minded.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
2313," A: Hello how can i help you today B: i'm looking for a new movie, like [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] A: What have you watched lately B: [MOVIE_TITLE_0] was the most recent A: Looking for something similar or something different B: possibly something different, i'm open minded. A: You mentioned [MOVIE_GENRE_2] have you ever seen [MOVIE_TITLE_3]","yes, it was a great movie, i love anthony hopkins, do you know of any other movies with that actor?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
2314," A: Hello how can i help you today B: i'm looking for a new movie, like [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] A: What have you watched lately B: [MOVIE_TITLE_0] was the most recent A: Looking for something similar or something different B: possibly something different, i'm open minded. A: You mentioned [MOVIE_GENRE_2] have you ever seen [MOVIE_TITLE_3] B: yes, it was a great movie, i love anthony hopkins, do you know of any other movies with that actor? A: [MOVIE_TITLE_1]","i've never seen that, whats it about?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
2315," A: Hello, how are you doing? B: Hello, I'm doing well A: What are you movie preferences so I could know the kind of movie to recommend for you?",I enjoy [MOVIE_GENRE_0] and [MOVIE_GENRE_1] [MOVIE_GENRE_2] movies,"['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']",[]
2316," A: Hello, how are you doing? B: Hello, I'm doing well A: What are you movie preferences so I could know the kind of movie to recommend for you? B: I enjoy [MOVIE_GENRE_0] and [MOVIE_GENRE_1] [MOVIE_GENRE_2] movies A: What is the title of the latest [MOVIE_GENRE_0] you watched and who was the major actor in it?","I just recently rewatched [MOVIE_TITLE_0] because i love christopher nolan, [MOVIE_TITLE_1] actor in it was leonardo dicaprio, another one of my favorites","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_0]']",[]
