,context,ut,bt,bt_plus_1,diff,related_placeholders
3191," A:Hello, I am here to help you look for a movie trailer B:Hello! Thank you for helping me.. I am really looking for a movie that my boyfriend and I can watch together. A:Do you know what kind of movies in mind that you would like to see? B:We both like [MOVIE_GENRE_0] movies :) A:Me too I love them. What was the last movie that you two watched? What you liked from that movie? And what you didn't like about it ? B:The last movie we watched was ""Ready or Not"", which is like a [MOVIE_GENRE_1] movie but kind of funny? Lots of blood and the characters who were the seekers in the movie (they were playing deadly hide and seek) were all idiots, and the girl kept getting away. I really liked how despite it being a ""scary movie"", there was comedic relief scattered throughout. I did not like this one seen where the girl who was supposed to be hiding really hurt her hand... it was really graphic and made my stomach hurt a little... A:Do you want a movie with a similar story or a different one? B:Yes, a similar one please :) A:I remember you said you like [MOVIE_GENRE_0] movies but it looks like ya'll like [MOVIE_GENRE_1] movies instead. B:We like both, but I would say that Ready or Not had some [MOVIE_GENRE_0] moments too. You asked me about the most recent movie we saw and it just happened to be the most recent. I heard Birds of Pray was good though? What do the reviews look like? Have you seen it? A:okay I sure did I'm sorry about that. So would you like to see that movie trailer of [MOVIE_TITLE_3] B:Yes please :) A:Can you give me 5 mins before I send it to you I'm having tecnical difficulties.",Of course :),[],[],[],['[MOVIE_GENRE_2]']
3192," A:Hello, I am here to help you look for a movie trailer B:Hello! Thank you for helping me.. I am really looking for a movie that my boyfriend and I can watch together. A:Do you know what kind of movies in mind that you would like to see? B:We both like [MOVIE_GENRE_0] movies :) A:Me too I love them. What was the last movie that you two watched? What you liked from that movie? And what you didn't like about it ? B:The last movie we watched was ""Ready or Not"", which is like a [MOVIE_GENRE_1] movie but kind of funny? Lots of blood and the characters who were the seekers in the movie (they were playing deadly hide and seek) were all idiots, and the girl kept getting away. I really liked how despite it being a ""scary movie"", there was comedic relief scattered throughout. I did not like this one seen where the girl who was supposed to be hiding really hurt her hand... it was really graphic and made my stomach hurt a little... A:Do you want a movie with a similar story or a different one? B:Yes, a similar one please :) A:I remember you said you like [MOVIE_GENRE_0] movies but it looks like ya'll like [MOVIE_GENRE_1] movies instead. B:We like both, but I would say that Ready or Not had some [MOVIE_GENRE_0] moments too. You asked me about the most recent movie we saw and it just happened to be the most recent. I heard Birds of Pray was good though? What do the reviews look like? Have you seen it? A:okay I sure did I'm sorry about that. So would you like to see that movie trailer of [MOVIE_TITLE_3] B:Yes please :) A:Can you give me 5 mins before I send it to you I'm having tecnical difficulties. B:Of course :) A:while I'm waiting I want to see what other movies especially [MOVIE_GENRE_2] do yall like?","We saw the sequel to Zombieland recently! I really loved the first one and while the second one wasn't *as good*, I still really enjoyed it! Especially the midcredit scene :P",[],[],[],[]
3193," A:Hello, I am here to help you look for a movie trailer B:Hello! Thank you for helping me.. I am really looking for a movie that my boyfriend and I can watch together. A:Do you know what kind of movies in mind that you would like to see? B:We both like [MOVIE_GENRE_0] movies :) A:Me too I love them. What was the last movie that you two watched? What you liked from that movie? And what you didn't like about it ? B:The last movie we watched was ""Ready or Not"", which is like a [MOVIE_GENRE_1] movie but kind of funny? Lots of blood and the characters who were the seekers in the movie (they were playing deadly hide and seek) were all idiots, and the girl kept getting away. I really liked how despite it being a ""scary movie"", there was comedic relief scattered throughout. I did not like this one seen where the girl who was supposed to be hiding really hurt her hand... it was really graphic and made my stomach hurt a little... A:Do you want a movie with a similar story or a different one? B:Yes, a similar one please :) A:I remember you said you like [MOVIE_GENRE_0] movies but it looks like ya'll like [MOVIE_GENRE_1] movies instead. B:We like both, but I would say that Ready or Not had some [MOVIE_GENRE_0] moments too. You asked me about the most recent movie we saw and it just happened to be the most recent. I heard Birds of Pray was good though? What do the reviews look like? Have you seen it? A:okay I sure did I'm sorry about that. So would you like to see that movie trailer of [MOVIE_TITLE_3] B:Yes please :) A:Can you give me 5 mins before I send it to you I'm having tecnical difficulties. B:Of course :) A:while I'm waiting I want to see what other movies especially [MOVIE_GENRE_2] do yall like? B:We saw the sequel to Zombieland recently! I really loved the first one and while the second one wasn't *as good*, I still really enjoyed it! Especially the midcredit scene :P A:I hate when that happens it seems like the sequel is always less exciting than the first.","I think if [MOVIE_TITLE_0] Double Tap came out first, though, It would be the favorite... Like if the movies were to flip dates our opinions would be different.",[],[],[],[]
3194," A:Hello, I am here to help you look for a movie trailer B:Hello! Thank you for helping me.. I am really looking for a movie that my boyfriend and I can watch together. A:Do you know what kind of movies in mind that you would like to see? B:We both like [MOVIE_GENRE_0] movies :) A:Me too I love them. What was the last movie that you two watched? What you liked from that movie? And what you didn't like about it ? B:The last movie we watched was ""Ready or Not"", which is like a [MOVIE_GENRE_1] movie but kind of funny? Lots of blood and the characters who were the seekers in the movie (they were playing deadly hide and seek) were all idiots, and the girl kept getting away. I really liked how despite it being a ""scary movie"", there was comedic relief scattered throughout. I did not like this one seen where the girl who was supposed to be hiding really hurt her hand... it was really graphic and made my stomach hurt a little... A:Do you want a movie with a similar story or a different one? B:Yes, a similar one please :) A:I remember you said you like [MOVIE_GENRE_0] movies but it looks like ya'll like [MOVIE_GENRE_1] movies instead. B:We like both, but I would say that Ready or Not had some [MOVIE_GENRE_0] moments too. You asked me about the most recent movie we saw and it just happened to be the most recent. I heard Birds of Pray was good though? What do the reviews look like? Have you seen it? A:okay I sure did I'm sorry about that. So would you like to see that movie trailer of [MOVIE_TITLE_3] B:Yes please :) A:Can you give me 5 mins before I send it to you I'm having tecnical difficulties. B:Of course :) A:while I'm waiting I want to see what other movies especially [MOVIE_GENRE_2] do yall like? B:We saw the sequel to Zombieland recently! I really loved the first one and while the second one wasn't *as good*, I still really enjoyed it! Especially the midcredit scene :P A:I hate when that happens it seems like the sequel is always less exciting than the first. B:I think if [MOVIE_TITLE_0] Double Tap came out first, though, It would be the favorite... Like if the movies were to flip dates our opinions would be different. A:It sounds like they would be if they were. I'm going to attempt to send the movie trailer again.",Okay cool. I try not to have [MOVIE_TITLE_1] with sequels just as I try to separate books from their movies and pretend they are both their own thing.,[],[],[],[]
3195," A:Hello, I am here to help you looking for a movie trailer","Cool, thank you. I tend to like [MOVIE_GENRE_0] movies, know of any?",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_TITLE_1]']
3196," A:Hello, I am here to help you looking for a movie trailer B:Cool, thank you. I tend to like [MOVIE_GENRE_0] movies, know of any? A:Have you heard of ""[MOVIE_TITLE_1]"" B:Yes, i've seen the first one! I've seen one trailer for it already on tv but not any other. A:Oh what did you like about it? I think you will like this one if you liked the last.",I liked how the story unfolded and finding out what was happening. I enjoyed the suspense. Is this from the same director?,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_P_DIRECTOR_0]']
3197," A:Hello, I am here to help you looking for a movie trailer B:Cool, thank you. I tend to like [MOVIE_GENRE_0] movies, know of any? A:Have you heard of ""[MOVIE_TITLE_1]"" B:Yes, i've seen the first one! I've seen one trailer for it already on tv but not any other. A:Oh what did you like about it? I think you will like this one if you liked the last. B:I liked how the story unfolded and finding out what was happening. I enjoyed the suspense. Is this from the same director? A:yes [MOVIE_P_DIRECTOR_0] was the director from the first as well. B:Cool, i'll check some of the other trailers for it. Thank you. A:No problem!",Do you know of any other good upcoming [MOVIE_GENRE_0] movies?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_2]']
3198, A:Hi I am here to help you look for a movie trailer.,"Great, I would like something that has lots of [MOVIE_GENRE_0]",[],[],[],[]
3199," A:Hi I am here to help you look for a movie trailer. B:Great, I would like something that has lots of [MOVIE_GENRE_0] A:What is the latest movie you watched and what did you like about it?",I saw [MOVIE_TITLE_0] and I loved all the [MOVIE_GENRE_0] sequences,[],[],[],[]
3200," A:Hello! My name is Melissa, How are you today?",Im well how are you?,[],[],[],['[MOVIE_GENRE_0]']
3201," A:Hello! My name is Melissa, How are you today? B:Im well how are you? A:Im good, thank you for asking. What kind of movies do you like? I love [MOVIE_GENRE_0] movies.","I love post apocalyptic movies, and romcoms",[],[],[],['[MOVIE_TITLE_2]']
3202," A:Hello! My name is Melissa, How are you today? B:Im well how are you? A:Im good, thank you for asking. What kind of movies do you like? I love [MOVIE_GENRE_0] movies. B:I love post apocalyptic movies, and romcoms A:Nice! Have you seen the new [MOVIE_TITLE_2] Movie?","I have not, is it good?",[],[],[],[]
3203," A:Hello! My name is Melissa, How are you today? B:Im well how are you? A:Im good, thank you for asking. What kind of movies do you like? I love [MOVIE_GENRE_0] movies. B:I love post apocalyptic movies, and romcoms A:Nice! Have you seen the new [MOVIE_TITLE_2] Movie? B:I have not, is it good? A:I have not but I heard it was good! I might rent it tonight and watch it. Have you seen any movies that were recently released ?",I just watched [MOVIE_TITLE_0] Its be out for a while but was just released to video a week ago,[],[],[],[]
3204," A:Hello! My name is Melissa, How are you today? B:Im well how are you? A:Im good, thank you for asking. What kind of movies do you like? I love [MOVIE_GENRE_0] movies. B:I love post apocalyptic movies, and romcoms A:Nice! Have you seen the new [MOVIE_TITLE_2] Movie? B:I have not, is it good? A:I have not but I heard it was good! I might rent it tonight and watch it. Have you seen any movies that were recently released ? B:I just watched [MOVIE_TITLE_0] Its be out for a while but was just released to video a week ago A:Yes! I loved the first one and im wanting to rent it out to have a movie night with the family. What did you love about the movie?",I really loved the fire spirit character. its a cute little lizard thing. Other than that i like how both girls go off on a separate [MOVIE_GENRE_1],[],[],[],[]
3205," A:Hello! My name is Melissa, How are you today? B:Im well how are you? A:Im good, thank you for asking. What kind of movies do you like? I love [MOVIE_GENRE_0] movies. B:I love post apocalyptic movies, and romcoms A:Nice! Have you seen the new [MOVIE_TITLE_2] Movie? B:I have not, is it good? A:I have not but I heard it was good! I might rent it tonight and watch it. Have you seen any movies that were recently released ? B:I just watched [MOVIE_TITLE_0] Its be out for a while but was just released to video a week ago A:Yes! I loved the first one and im wanting to rent it out to have a movie night with the family. What did you love about the movie? B:I really loved the fire spirit character. its a cute little lizard thing. Other than that i like how both girls go off on a separate [MOVIE_GENRE_1] A:How did you like it compared to the first one?","Oh! Thats a hard one. I think i might like it more. It does seem geared toward adult like problems, but kids can follow along still",[],['[MOVIE_P_ACTOR_0]'],['[MOVIE_P_ACTOR_0]'],['[MOVIE_P_ACTOR_0]']
3206, A:Hello there! How are you doing this morning?,"Okay. I'm kinda bored, though... Part of me wants to go watch a movie. Got any recommendations?",[],[],[],[]
3207," A:Hello there! How are you doing this morning? B:Okay. I'm kinda bored, though... Part of me wants to go watch a movie. Got any recommendations? A:For sure! What types of movies do you typically enjoy watching? What was the last film you saw?","My tastes are pretty varied, but I tend to prefer stuff with a decent amount of [MOVIE_GENRE_0] or a good sense of humor. Not outright [MOVIE_GENRE_1] just [MOVIE_GENRE_2] movies. For example, the last movie I saw in theaters, if I'm remembering correctly, was [MOVIE_TITLE_0] a couple months back. That was pretty funny.","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']","['[MOVIE_TITLE_1]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_3]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']"
3208," A:Hello there! How are you doing this morning? B:Okay. I'm kinda bored, though... Part of me wants to go watch a movie. Got any recommendations? A:For sure! What types of movies do you typically enjoy watching? What was the last film you saw? B:My tastes are pretty varied, but I tend to prefer stuff with a decent amount of [MOVIE_GENRE_0] or a good sense of humor. Not outright [MOVIE_GENRE_1] just [MOVIE_GENRE_2] movies. For example, the last movie I saw in theaters, if I'm remembering correctly, was [MOVIE_TITLE_0] a couple months back. That was pretty funny. A:I absolutely loved [MOVIE_TITLE_0] I was hoping I'd be able to recommend it, truth be told. There was certainly plenty of [MOVIE_GENRE_0] in the latest [MOVIE_TITLE_1] film, if you're into that. I gravitate towards a lot of [MOVIE_GENRE_2] and [MOVIE_GENRE_3] films, myself.","[MOVIE_TITLE_0] was great, but its advertising campaign painted a pretty bland picture of the movie... All its trailers sold it short by a longshot. And Star Wars films always have [MOVIE_GENRE_0] but I was a bit burnt out on the current trilogy after watching The Last Jedi, and the rumors about the thing with Palpatine turned me away from it immediately. Didn't stop me from loving Solo, though - there's nothing better than an entertaining heist movie. Anyway... I don't like [MOVIE_GENRE_2] I'm a squeamish wuss, and also from my perspective those movies' trailers all kinda just blend together...","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_6]']","['[MOVIE_TITLE_5]', '[MOVIE_TITLE_6]']","['[MOVIE_TITLE_7]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_5]']"
3209," A:Hi, I heard you are looking for a movie recommendation?",hey!,[],[],[],[]
3210," A:Hi, I heard you are looking for a movie recommendation? B:hey! A:What was the last movie you watched and enjoyed?","I am looking for a recommendation, thanks. I last watched Lord of the Rings. have you seen it?",[],[],[],[]
3211," A:Hi, I heard you are looking for a movie recommendation? B:hey! A:What was the last movie you watched and enjoyed? B:I am looking for a recommendation, thanks. I last watched Lord of the Rings. have you seen it? A:I have, I loved how they kept close to the book without losing that movie magic",Oh yeah definitely I love that kind of movie. Any others like it that you know?,[],[],[],[]
3212," A:Hi, I heard you are looking for a movie recommendation? B:hey! A:What was the last movie you watched and enjoyed? B:I am looking for a recommendation, thanks. I last watched Lord of the Rings. have you seen it? A:I have, I loved how they kept close to the book without losing that movie magic B:Oh yeah definitely I love that kind of movie. Any others like it that you know? A:*books, did you enjoy the lore or the gore more?",A little of each I suppose. I have only read the hobbit but that was a classic. Any recommendations for me to watch tonight?,[],[],[],['[MOVIE_TITLE_0]']
3213," A:Hi, I heard you are looking for a movie recommendation? B:hey! A:What was the last movie you watched and enjoyed? B:I am looking for a recommendation, thanks. I last watched Lord of the Rings. have you seen it? A:I have, I loved how they kept close to the book without losing that movie magic B:Oh yeah definitely I love that kind of movie. Any others like it that you know? A:*books, did you enjoy the lore or the gore more? B:A little of each I suppose. I have only read the hobbit but that was a classic. Any recommendations for me to watch tonight? A:If you want a more family friendly movie with lots of magic and backstory I would recommend [MOVIE_TITLE_0]","oh yeah, whats it about?",[],[],[],[]
3214," A:Hi, I heard you are looking for a movie recommendation? B:hey! A:What was the last movie you watched and enjoyed? B:I am looking for a recommendation, thanks. I last watched Lord of the Rings. have you seen it? A:I have, I loved how they kept close to the book without losing that movie magic B:Oh yeah definitely I love that kind of movie. Any others like it that you know? A:*books, did you enjoy the lore or the gore more? B:A little of each I suppose. I have only read the hobbit but that was a classic. Any recommendations for me to watch tonight? A:If you want a more family friendly movie with lots of magic and backstory I would recommend [MOVIE_TITLE_0] B:oh yeah, whats it about? A:it's a family who moves into a house filled with trolls, fairies, and have to protect themselves from them","hmm, sounds right up my alley. thanks for the recommendation I will check it out. Have a good one!",[],[],[],[]
3215," A:Hi, I heard you are looking for a movie recommendation? B:hey! A:What was the last movie you watched and enjoyed? B:I am looking for a recommendation, thanks. I last watched Lord of the Rings. have you seen it? A:I have, I loved how they kept close to the book without losing that movie magic B:Oh yeah definitely I love that kind of movie. Any others like it that you know? A:*books, did you enjoy the lore or the gore more? B:A little of each I suppose. I have only read the hobbit but that was a classic. Any recommendations for me to watch tonight? A:If you want a more family friendly movie with lots of magic and backstory I would recommend [MOVIE_TITLE_0] B:oh yeah, whats it about? A:it's a family who moves into a house filled with trolls, fairies, and have to protect themselves from them B:hmm, sounds right up my alley. thanks for the recommendation I will check it out. Have a good one! A:you too, thank you!",while were here any books you recommend?,[],[],[],[]
3216," A:Hi, can I help you pick a movie trailer?",Yes I'd like a recommendation please,[],[],[],[]
3217," A:Hi, can I help you pick a movie trailer? B:Yes I'd like a recommendation please A:awesome. Can you tell me what types of movies you like?","Im a big fan of sci-fi,action,adventure, and [MOVIE_GENRE_0]",[],[],[],['[MOVIE_GENRE_1]']
3218," A:Hi, can I help you pick a movie trailer? B:Yes I'd like a recommendation please A:awesome. Can you tell me what types of movies you like? B:Im a big fan of sci-fi,action,adventure, and [MOVIE_GENRE_0] A:i love action/adventure and [MOVIE_GENRE_1] too! do you have any favorite actors or actresses? B:The actor/actress is not really important to me as long as the plot is good and there is plenty of [MOVIE_GENRE_1] Visual effects are a big plus. A:ok cool - 1 more question...would you prefer a new release or something that's been out for a while?",Definitely something new and fresh,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[],['[MOVIE_TITLE_1]']
3219," A:Hi, can I help you pick a movie trailer? B:Yes I'd like a recommendation please A:awesome. Can you tell me what types of movies you like? B:Im a big fan of sci-fi,action,adventure, and [MOVIE_GENRE_0] A:i love action/adventure and [MOVIE_GENRE_1] too! do you have any favorite actors or actresses? B:The actor/actress is not really important to me as long as the plot is good and there is plenty of [MOVIE_GENRE_1] Visual effects are a big plus. A:ok cool - 1 more question...would you prefer a new release or something that's been out for a while? B:Definitely something new and fresh A:ok, here's my favorite favorite movie that I've seen recently - [MOVIE_TITLE_1]",That sounds good to me. I accept your recommendation. Seems like a great [MOVIE_GENRE_1] flick.,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]']
3220, A:Hello.,Hi there,[],[],[],[]
3221, A:Hello. B:Hi there A:What kind of movies do you like?,[MOVIE_GENRE_0] [MOVIE_GENRE_1] nothing with a diff language I have a hard time understanding,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_2]']"
3222, A:Hello. B:Hi there A:What kind of movies do you like? B:[MOVIE_GENRE_0] [MOVIE_GENRE_1] nothing with a diff language I have a hard time understanding A:I would recommend any of the [MOVIE_TITLE_0] [MOVIE_GENRE_2] movies for [MOVIE_GENRE_0],I like [MOVIE_TITLE_0] actually just watched the [MOVIE_TITLE_1] last night,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']",[],['[MOVIE_P_ACTOR_0]']
3223, A:Hello! how are you?,"I am well, how are you?",[],[],[],[]
3224," A:Hello! how are you? B:I am well, how are you? A:Good! what kind of movie do you enjoy watching","I like movies - generally, most movies work for me! I am seeking a recommendation on movies that are well made with great female characters.",[],[],[],['[MOVIE_TITLE_0]']
3225," A:Hello! how are you? B:I am well, how are you? A:Good! what kind of movie do you enjoy watching B:I like movies - generally, most movies work for me! I am seeking a recommendation on movies that are well made with great female characters. A:You should check out the movie [MOVIE_TITLE_0]",Really? What do you like about this movie?,[],[],[],"['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']"
3226," A:Hello! how are you? B:I am well, how are you? A:Good! what kind of movie do you enjoy watching B:I like movies - generally, most movies work for me! I am seeking a recommendation on movies that are well made with great female characters. A:You should check out the movie [MOVIE_TITLE_0] B:Really? What do you like about this movie? A:Its hilarious. it features [MOVIE_P_ACTOR_0], Kunis, kristen Bell,Kathryn Hahn, [MOVIE_P_ACTOR_1].. Applegate..","Those are A-quality movie stars. Thank you! Would you also have a recommendation on [MOVIE_GENRE_0] I just saw [MOVIE_TITLE_1] in the theatres, it was better than I thought.",[],[],[],"['[MOVIE_P_ACTOR_2]', '[MOVIE_TITLE_3]', '[MOVIE_P_ACTOR_3]']"
3227," A:Hello! how are you? B:I am well, how are you? A:Good! what kind of movie do you enjoy watching B:I like movies - generally, most movies work for me! I am seeking a recommendation on movies that are well made with great female characters. A:You should check out the movie [MOVIE_TITLE_0] B:Really? What do you like about this movie? A:Its hilarious. it features [MOVIE_P_ACTOR_0], Kunis, kristen Bell,Kathryn Hahn, [MOVIE_P_ACTOR_1].. Applegate.. B:Those are A-quality movie stars. Thank you! Would you also have a recommendation on [MOVIE_GENRE_0] I just saw [MOVIE_TITLE_1] in the theatres, it was better than I thought. A:I personally love [MOVIE_TITLE_3] featuring [MOVIE_P_ACTOR_2] and [MOVIE_P_ACTOR_3]",That one is about a dog? That is great. I do like dogs a lot. Maybe that is a good fit.,[],[],[],[]
3228, A:Hiya! How's it going?,It's good. You?,[],[],[],[]
3229, A:Hiya! How's it going? B:It's good. You? A:Great! What kind of film are you looking for?,"I'm open to any recommendations. I generally like [MOVIE_GENRE_0] or [MOVIE_GENRE_1] the most, but I also like some [MOVIE_GENRE_2] movies.",[],[],[],[]
3230," A:Hiya! How's it going? B:It's good. You? A:Great! What kind of film are you looking for? B:I'm open to any recommendations. I generally like [MOVIE_GENRE_0] or [MOVIE_GENRE_1] the most, but I also like some [MOVIE_GENRE_2] movies. A:Wow, I'm in the same boat! Haha. Do you care if the movie is out yet? There are some great flicks coming up this year.",It doesn't matter to me.,[],[],[],"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_1]']"
3231," A:Hiya! How's it going? B:It's good. You? A:Great! What kind of film are you looking for? B:I'm open to any recommendations. I generally like [MOVIE_GENRE_0] or [MOVIE_GENRE_1] the most, but I also like some [MOVIE_GENRE_2] movies. A:Wow, I'm in the same boat! Haha. Do you care if the movie is out yet? There are some great flicks coming up this year. B:It doesn't matter to me. A:[MOVIE_TITLE_0] What're your favorite types of [MOVIE_GENRE_1] films?",Any kind. I like to watch them to see how scary they actually are or to laugh when they're not.,[],[],[],['[MOVIE_GENRE_1]']
3232," A:Hiya! How's it going? B:It's good. You? A:Great! What kind of film are you looking for? B:I'm open to any recommendations. I generally like [MOVIE_GENRE_0] or [MOVIE_GENRE_1] the most, but I also like some [MOVIE_GENRE_2] movies. A:Wow, I'm in the same boat! Haha. Do you care if the movie is out yet? There are some great flicks coming up this year. B:It doesn't matter to me. A:[MOVIE_TITLE_0] What're your favorite types of [MOVIE_GENRE_1] films? B:Any kind. I like to watch them to see how scary they actually are or to laugh when they're not. A:Nice. Do you follow any [MOVIE_GENRE_1] series? Or do you prefer original stories?",I've done both. I've found a few series I followed for a little while,[],[],[],[]
3233," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like?","Hi, I like to watch [MOVIE_GENRE_0] films. What about you?",['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']"
3234," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer?","I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0]","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_1]', '[MOVIE_TITLE_0]']","['[MOVIE_P_ACTOR_1]', '[MOVIE_TITLE_0]']","['[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_1]']"
3235," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer? B:I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0] A:Raunchy humor huh? That's interesting. Are you a fan of [MOVIE_P_ACTOR_1]? Schumer? I would recommend watching [MOVIE_TITLE_0]",I saw that film and I enjoyed it. Have you seen [MOVIE_TITLE_1] on Netflix? I think you might like it,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]']","['[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]']","['[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_TITLE_1]']"
3236," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer? B:I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0] A:Raunchy humor huh? That's interesting. Are you a fan of [MOVIE_P_ACTOR_1]? Schumer? I would recommend watching [MOVIE_TITLE_0] B:I saw that film and I enjoyed it. Have you seen [MOVIE_TITLE_1] on Netflix? I think you might like it A:I have not seen [MOVIE_TITLE_1] but I'm a fan of [MOVIE_P_ACTOR_2] and [MOVIE_P_ACTOR_3], Pacino, I'll have to check that out. Would you refer a movie that's on netflix?",Sure if you want. I also like foreign language [MOVIE_GENRE_0] films,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']",[],"['[MOVIE_TITLE_3]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_2]']"
3237," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer? B:I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0] A:Raunchy humor huh? That's interesting. Are you a fan of [MOVIE_P_ACTOR_1]? Schumer? I would recommend watching [MOVIE_TITLE_0] B:I saw that film and I enjoyed it. Have you seen [MOVIE_TITLE_1] on Netflix? I think you might like it A:I have not seen [MOVIE_TITLE_1] but I'm a fan of [MOVIE_P_ACTOR_2] and [MOVIE_P_ACTOR_3], Pacino, I'll have to check that out. Would you refer a movie that's on netflix? B:Sure if you want. I also like foreign language [MOVIE_GENRE_0] films A:[MOVIE_TITLE_2] Well, I would recommend [MOVIE_TITLE_3] It's a [MOVIE_GENRE_2] film, so a little bit of me, and a little bit of you.","Okay, well thanks. I dislike [MOVIE_GENRE_2] films, can you recommend anything else?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_5]']
